recipe_id,title,recipe_name,user_id,user_name,views,recommendations,scraps,cooking_method,situation,ingredients,category,description,ingredients_detail,servings,difficulty,cooking_time,registered_date,image_url,original_recipe_id,cooking_time_minutes,difficulty_level,popularity_score,category_encoded
484,맛있는 닭고기 요리 485,맛있는 닭고기 요리 485,user_73,요리사5,33623,1545,176,볶기,일상,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 485 레시피,닭고기 300g,2인분,고급,30분,2025-12-01,https://example.com/recipe_1000484.jpg,1000484,30,3,0.46427959231664295,0
485,맛있는 생선 요리 486,맛있는 생선 요리 486,user_44,요리사22,46512,3997,504,찌기,손님접대,"생선, 양파, 마늘",볶음,맛있는 생선 요리 486 레시피,생선 300g,3인분,고급,10분,2025-08-16,https://example.com/recipe_1000485.jpg,1000485,10,3,0.8059990954870602,2
486,맛있는 닭고기 요리 487,맛있는 닭고기 요리 487,user_1,요리사39,15729,2343,622,찌기,일상,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 487 레시피,닭고기 300g,4인분,중급,60분,2025-01-10,https://example.com/recipe_1000486.jpg,1000486,60,2,0.42244802131343273,0
487,맛있는 두부 요리 488,맛있는 두부 요리 488,user_32,요리사72,24188,1067,38,굽기,일상,"두부, 양파, 마늘",볶음,맛있는 두부 요리 488 레시피,두부 300g,4인분,초급,10분,2025-02-05,https://example.com/recipe_1000487.jpg,1000487,10,1,0.3135898747784457,2
488,맛있는 두부 요리 489,맛있는 두부 요리 489,user_42,요리사66,45866,986,787,굽기,손님접대,"두부, 양파, 마늘",볶음,맛있는 두부 요리 489 레시피,두부 300g,3인분,고급,30분,2025-06-21,https://example.com/recipe_1000488.jpg,1000488,30,3,0.675533554996687,2
489,맛있는 돼지고기 요리 490,맛있는 돼지고기 요리 490,user_95,요리사76,42440,3420,200,볶기,일상,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 490 레시피,돼지고기 300g,3인분,고급,60분,2025-04-18,https://example.com/recipe_1000489.jpg,1000489,60,3,0.6697843851173664,1
490,맛있는 소고기 요리 491,맛있는 소고기 요리 491,user_94,요리사100,37231,3250,492,굽기,일상,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 491 레시피,소고기 300g,4인분,중급,60분,2025-06-05,https://example.com/recipe_1000490.jpg,1000490,60,2,0.6659351269521727,5
491,맛있는 계란 요리 492,맛있는 계란 요리 492,user_40,요리사95,5206,71,438,볶기,손님접대,"계란, 양파, 마늘",찌개,맛있는 계란 요리 492 레시피,계란 300g,2인분,고급,20분,2025-04-08,https://example.com/recipe_1000491.jpg,1000491,20,3,0.14402539410787057,5
492,맛있는 계란 요리 493,맛있는 계란 요리 493,user_78,요리사79,2944,1545,727,볶기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 493 레시피,계란 300g,4인분,중급,30분,2025-07-23,https://example.com/recipe_1000492.jpg,1000492,30,2,0.26769555854996707,2
493,맛있는 두부 요리 494,맛있는 두부 요리 494,user_51,요리사97,33354,1281,475,굽기,손님접대,"두부, 양파, 마늘",찌개,맛있는 두부 요리 494 레시피,두부 300g,2인분,중급,60분,2025-11-22,https://example.com/recipe_1000493.jpg,1000493,60,2,0.505608537265433,5
494,맛있는 소고기 요리 495,맛있는 소고기 요리 495,user_25,요리사66,17622,2539,626,찌기,간편식,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 495 레시피,소고기 300g,4인분,고급,20분,2025-09-04,https://example.com/recipe_1000494.jpg,1000494,20,3,0.4539452605032859,0
495,맛있는 생선 요리 496,맛있는 생선 요리 496,user_43,요리사38,48329,762,628,찌기,손님접대,"생선, 양파, 마늘",볶음,맛있는 생선 요리 496 레시피,생선 300g,2인분,중급,20분,2025-08-09,https://example.com/recipe_1000495.jpg,1000495,20,2,0.6549001002130515,2
496,맛있는 생선 요리 497,맛있는 생선 요리 497,user_95,요리사32,25708,1014,567,볶기,손님접대,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 497 레시피,생선 300g,3인분,초급,10분,2025-04-08,https://example.com/recipe_1000496.jpg,1000496,10,1,0.43152095044206923,0
497,맛있는 계란 요리 498,맛있는 계란 요리 498,user_46,요리사46,14395,530,858,찌기,간편식,"계란, 양파, 마늘",볶음,맛있는 계란 요리 498 레시피,계란 300g,3인분,고급,30분,2025-10-22,https://example.com/recipe_1000497.jpg,1000497,30,3,0.3475707314180515,2
498,맛있는 두부 요리 499,맛있는 두부 요리 499,user_33,요리사26,27461,2404,314,찌기,일상,"두부, 양파, 마늘",일품,맛있는 두부 요리 499 레시피,두부 300g,4인분,고급,30분,2025-10-04,https://example.com/recipe_1000498.jpg,1000498,30,3,0.48180626201857585,4
499,맛있는 두부 요리 500,맛있는 두부 요리 500,user_73,요리사77,15831,2742,928,굽기,간편식,"두부, 양파, 마늘",볶음,맛있는 두부 요리 500 레시피,두부 300g,3인분,고급,30분,2025-10-28,https://example.com/recipe_1000499.jpg,1000499,30,3,0.508669629492646,2
500,맛있는 닭고기 요리 501,맛있는 닭고기 요리 501,user_1,요리사11,47111,2431,275,볶기,일상,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 501 레시피,닭고기 300g,4인분,초급,10분,2025-05-20,https://example.com/recipe_1000500.jpg,1000500,10,1,0.6721852869338938,4
501,맛있는 생선 요리 502,맛있는 생선 요리 502,user_45,요리사55,41789,1413,441,굽기,간편식,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 502 레시피,생선 300g,4인분,중급,20분,2025-06-07,https://example.com/recipe_1000501.jpg,1000501,20,2,0.5911004192128027,1
502,맛있는 돼지고기 요리 503,맛있는 돼지고기 요리 503,user_65,요리사8,7410,3884,711,굽기,일상,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 503 레시피,돼지고기 300g,3인분,초급,30분,2024-12-27,https://example.com/recipe_1000502.jpg,1000502,30,1,0.44950754491121575,5
503,맛있는 계란 요리 504,맛있는 계란 요리 504,user_12,요리사78,17311,1936,343,볶기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 504 레시피,계란 300g,2인분,중급,30분,2025-05-25,https://example.com/recipe_1000503.jpg,1000503,30,2,0.3579975460869909,2
504,맛있는 닭고기 요리 505,맛있는 닭고기 요리 505,user_95,요리사49,27389,2676,593,찌기,간편식,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 505 레시피,닭고기 300g,4인분,고급,20분,2025-11-22,https://example.com/recipe_1000504.jpg,1000504,20,3,0.5532618729911714,3
505,맛있는 닭고기 요리 506,맛있는 닭고기 요리 506,user_60,요리사59,19643,3060,93,굽기,간편식,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 506 레시피,닭고기 300g,2인분,초급,20분,2025-10-28,https://example.com/recipe_1000505.jpg,1000505,20,1,0.3987154275336497,0
506,맛있는 계란 요리 507,맛있는 계란 요리 507,user_75,요리사22,8577,1205,592,굽기,일상,"계란, 양파, 마늘",일품,맛있는 계란 요리 507 레시피,계란 300g,4인분,고급,10분,2025-01-10,https://example.com/recipe_1000506.jpg,1000506,10,3,0.27661769023690275,4
507,맛있는 돼지고기 요리 508,맛있는 돼지고기 요리 508,user_39,요리사72,5963,1488,319,볶기,일상,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 508 레시피,돼지고기 300g,2인분,고급,60분,2025-03-09,https://example.com/recipe_1000507.jpg,1000507,60,3,0.21279414495943638,3
508,맛있는 두부 요리 509,맛있는 두부 요리 509,user_33,요리사7,40305,1885,183,찌기,간편식,"두부, 양파, 마늘",볶음,맛있는 두부 요리 509 레시피,두부 300g,3인분,고급,30분,2025-11-22,https://example.com/recipe_1000508.jpg,1000508,30,3,0.5529237202450635,2
509,맛있는 두부 요리 510,맛있는 두부 요리 510,user_69,요리사94,5420,4258,554,굽기,간편식,"두부, 양파, 마늘",볶음,맛있는 두부 요리 510 레시피,두부 300g,3인분,고급,30분,2025-08-16,https://example.com/recipe_1000509.jpg,1000509,30,3,0.4206093451785619,2
510,맛있는 두부 요리 511,맛있는 두부 요리 511,user_8,요리사17,28032,3484,573,볶기,간편식,"두부, 양파, 마늘",찌개,맛있는 두부 요리 511 레시피,두부 300g,2인분,중급,30분,2025-02-12,https://example.com/recipe_1000510.jpg,1000510,30,2,0.6041700559307281,5
511,맛있는 생선 요리 512,맛있는 생선 요리 512,user_33,요리사66,16382,37,499,굽기,간편식,"생선, 양파, 마늘",볶음,맛있는 생선 요리 512 레시피,생선 300g,4인분,초급,10분,2025-06-09,https://example.com/recipe_1000511.jpg,1000511,10,1,0.26599561764393287,2
512,맛있는 돼지고기 요리 513,맛있는 돼지고기 요리 513,user_53,요리사6,49300,4302,696,굽기,일상,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 513 레시피,돼지고기 300g,2인분,고급,30분,2025-02-26,https://example.com/recipe_1000512.jpg,1000512,30,3,0.8906270163495229,3
513,맛있는 계란 요리 514,맛있는 계란 요리 514,user_95,요리사37,38760,1504,49,굽기,일상,"계란, 양파, 마늘",일품,맛있는 계란 요리 514 레시피,계란 300g,3인분,초급,30분,2025-12-05,https://example.com/recipe_1000513.jpg,1000513,30,1,0.4877816386316092,4
514,맛있는 생선 요리 515,맛있는 생선 요리 515,user_42,요리사93,34999,4289,967,찌기,간편식,"생선, 양파, 마늘",찌개,맛있는 생선 요리 515 레시피,생선 300g,2인분,초급,20분,2025-04-08,https://example.com/recipe_1000514.jpg,1000514,20,1,0.8010426306661983,5
515,맛있는 닭고기 요리 516,맛있는 닭고기 요리 516,user_50,요리사30,16041,3328,5,볶기,손님접대,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 516 레시피,닭고기 300g,4인분,초급,20분,2025-04-23,https://example.com/recipe_1000515.jpg,1000515,20,1,0.3611455589507039,5
516,맛있는 두부 요리 517,맛있는 두부 요리 517,user_55,요리사67,6060,3095,977,찌기,일상,"두부, 양파, 마늘",볶음,맛있는 두부 요리 517 레시피,두부 300g,2인분,고급,60분,2025-01-18,https://example.com/recipe_1000516.jpg,1000516,60,3,0.44191620660333825,2
517,맛있는 닭고기 요리 518,맛있는 닭고기 요리 518,user_2,요리사73,23003,4888,95,볶기,일상,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 518 레시피,닭고기 300g,2인분,고급,10분,2025-03-30,https://example.com/recipe_1000517.jpg,1000517,10,3,0.5424072558195312,4
518,맛있는 소고기 요리 519,맛있는 소고기 요리 519,user_87,요리사82,35363,1687,667,볶기,일상,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 519 레시피,소고기 300g,3인분,고급,20분,2025-04-04,https://example.com/recipe_1000518.jpg,1000518,20,3,0.5885038086270653,3
519,맛있는 계란 요리 520,맛있는 계란 요리 520,user_83,요리사55,26518,4081,269,굽기,일상,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 520 레시피,계란 300g,2인분,초급,10분,2025-04-14,https://example.com/recipe_1000519.jpg,1000519,10,1,0.5639840457190881,3
520,맛있는 소고기 요리 521,맛있는 소고기 요리 521,user_72,요리사25,44114,2801,959,굽기,손님접대,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 521 레시피,소고기 300g,3인분,초급,10분,2025-10-31,https://example.com/recipe_1000520.jpg,1000520,10,1,0.8013420306051205,5
521,맛있는 계란 요리 522,맛있는 계란 요리 522,user_28,요리사6,47419,1068,135,볶기,손님접대,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 522 레시피,계란 300g,2인분,중급,60분,2025-08-24,https://example.com/recipe_1000521.jpg,1000521,60,2,0.5654583064620349,3
522,맛있는 닭고기 요리 523,맛있는 닭고기 요리 523,user_61,요리사91,11804,1089,78,굽기,간편식,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 523 레시피,닭고기 300g,2인분,고급,60분,2025-11-21,https://example.com/recipe_1000522.jpg,1000522,60,3,0.19903576286568062,5
523,맛있는 계란 요리 524,맛있는 계란 요리 524,user_67,요리사94,45280,97,680,볶기,손님접대,"계란, 양파, 마늘",일품,맛있는 계란 요리 524 레시피,계란 300g,3인분,초급,10분,2025-07-14,https://example.com/recipe_1000523.jpg,1000523,10,1,0.594910140497619,4
524,맛있는 계란 요리 525,맛있는 계란 요리 525,user_11,요리사100,22173,3010,104,굽기,손님접대,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 525 레시피,계란 300g,2인분,고급,20분,2025-12-11,https://example.com/recipe_1000524.jpg,1000524,20,3,0.42322623466152665,3
525,맛있는 생선 요리 526,맛있는 생선 요리 526,user_31,요리사16,16384,580,983,굽기,일상,"생선, 양파, 마늘",볶음,맛있는 생선 요리 526 레시피,생선 300g,3인분,중급,20분,2025-07-09,https://example.com/recipe_1000525.jpg,1000525,20,2,0.3954925213431426,2
526,맛있는 닭고기 요리 527,맛있는 닭고기 요리 527,user_1,요리사72,22870,260,620,굽기,손님접대,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 527 레시피,닭고기 300g,4인분,고급,60분,2025-07-31,https://example.com/recipe_1000526.jpg,1000526,60,3,0.368501908570836,2
527,맛있는 닭고기 요리 528,맛있는 닭고기 요리 528,user_42,요리사100,26364,1345,115,볶기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 528 레시피,닭고기 300g,4인분,초급,10분,2025-02-09,https://example.com/recipe_1000527.jpg,1000527,10,1,0.36745269111017265,3
528,맛있는 생선 요리 529,맛있는 생선 요리 529,user_17,요리사33,34696,1150,856,찌기,일상,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 529 레시피,생선 300g,3인분,고급,20분,2025-06-24,https://example.com/recipe_1000528.jpg,1000528,20,3,0.587449377893589,0
529,맛있는 소고기 요리 530,맛있는 소고기 요리 530,user_46,요리사1,8037,3930,151,찌기,간편식,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 530 레시피,소고기 300g,4인분,초급,20분,2025-09-01,https://example.com/recipe_1000529.jpg,1000529,20,1,0.3464275653241622,5
530,맛있는 소고기 요리 531,맛있는 소고기 요리 531,user_99,요리사24,25685,1915,142,굽기,일상,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 531 레시피,소고기 300g,2인분,고급,30분,2025-02-26,https://example.com/recipe_1000530.jpg,1000530,30,3,0.4002657871303871,4
531,맛있는 계란 요리 532,맛있는 계란 요리 532,user_39,요리사83,32770,3877,310,굽기,간편식,"계란, 양파, 마늘",일품,맛있는 계란 요리 532 레시피,계란 300g,3인분,고급,60분,2025-01-11,https://example.com/recipe_1000531.jpg,1000531,60,3,0.6224935179570664,4
532,맛있는 생선 요리 533,맛있는 생선 요리 533,user_29,요리사28,15914,1584,863,굽기,손님접대,"생선, 양파, 마늘",볶음,맛있는 생선 요리 533 레시피,생선 300g,4인분,초급,30분,2025-10-25,https://example.com/recipe_1000532.jpg,1000532,30,1,0.4270068987756137,2
533,맛있는 계란 요리 534,맛있는 계란 요리 534,user_88,요리사52,40053,1995,369,굽기,간편식,"계란, 양파, 마늘",볶음,맛있는 계란 요리 534 레시피,계란 300g,2인분,초급,10분,2025-10-19,https://example.com/recipe_1000533.jpg,1000533,10,1,0.5942401003908897,2
534,맛있는 생선 요리 535,맛있는 생선 요리 535,user_21,요리사49,37920,3752,653,찌기,일상,"생선, 양파, 마늘",볶음,맛있는 생선 요리 535 레시피,생선 300g,3인분,초급,20분,2025-12-10,https://example.com/recipe_1000534.jpg,1000534,20,1,0.7351797025811598,2
535,맛있는 계란 요리 536,맛있는 계란 요리 536,user_84,요리사52,22691,2393,76,볶기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 536 레시피,계란 300g,4인분,중급,10분,2025-06-02,https://example.com/recipe_1000535.jpg,1000535,10,2,0.38578239085493277,2
536,맛있는 닭고기 요리 537,맛있는 닭고기 요리 537,user_52,요리사38,4647,277,786,찌기,일상,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 537 레시피,닭고기 300g,2인분,고급,20분,2025-07-10,https://example.com/recipe_1000536.jpg,1000536,20,3,0.22046316253111645,1
537,맛있는 생선 요리 538,맛있는 생선 요리 538,user_31,요리사26,10883,251,172,찌기,손님접대,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 538 레시피,생선 300g,2인분,중급,30분,2025-12-13,https://example.com/recipe_1000537.jpg,1000537,30,2,0.15836144921946135,1
538,맛있는 닭고기 요리 539,맛있는 닭고기 요리 539,user_89,요리사8,36918,2353,587,찌기,일상,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 539 레시피,닭고기 300g,3인분,초급,60분,2025-06-02,https://example.com/recipe_1000538.jpg,1000538,60,1,0.6280030814092407,5
539,맛있는 두부 요리 540,맛있는 두부 요리 540,user_42,요리사45,17202,2185,869,찌기,간편식,"두부, 양파, 마늘",일품,맛있는 두부 요리 540 레시피,두부 300g,2인분,중급,10분,2025-04-10,https://example.com/recipe_1000539.jpg,1000539,10,2,0.4771524806662494,4
540,맛있는 소고기 요리 541,맛있는 소고기 요리 541,user_11,요리사24,44439,650,282,굽기,간편식,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 541 레시피,소고기 300g,3인분,중급,30분,2025-07-19,https://example.com/recipe_1000540.jpg,1000540,30,2,0.5399976004454127,5
541,맛있는 계란 요리 542,맛있는 계란 요리 542,user_14,요리사82,4369,3156,624,굽기,일상,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 542 레시피,계란 300g,4인분,중급,30분,2025-09-14,https://example.com/recipe_1000541.jpg,1000541,30,2,0.3579897845772067,0
542,맛있는 소고기 요리 543,맛있는 소고기 요리 543,user_46,요리사7,32337,4958,774,찌기,일상,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 543 레시피,소고기 300g,2인분,고급,30분,2025-07-06,https://example.com/recipe_1000542.jpg,1000542,30,3,0.775914938149241,0
543,맛있는 생선 요리 544,맛있는 생선 요리 544,user_63,요리사6,47978,1471,305,굽기,일상,"생선, 양파, 마늘",일품,맛있는 생선 요리 544 레시피,생선 300g,2인분,중급,10분,2025-10-24,https://example.com/recipe_1000543.jpg,1000543,10,2,0.6292642417424927,4
544,맛있는 소고기 요리 545,맛있는 소고기 요리 545,user_2,요리사84,6826,4257,414,찌기,손님접대,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 545 레시피,소고기 300g,4인분,고급,30분,2024-12-25,https://example.com/recipe_1000544.jpg,1000544,30,3,0.40658609917642263,1
545,맛있는 생선 요리 546,맛있는 생선 요리 546,user_6,요리사21,22706,793,429,볶기,일상,"생선, 양파, 마늘",일품,맛있는 생선 요리 546 레시피,생선 300g,2인분,초급,10분,2025-06-07,https://example.com/recipe_1000545.jpg,1000545,10,1,0.3606031125429493,4
546,맛있는 계란 요리 547,맛있는 계란 요리 547,user_48,요리사10,10967,1780,942,굽기,손님접대,"계란, 양파, 마늘",일품,맛있는 계란 요리 547 레시피,계란 300g,3인분,고급,60분,2025-01-29,https://example.com/recipe_1000546.jpg,1000546,60,3,0.40509588907075256,4
547,맛있는 소고기 요리 548,맛있는 소고기 요리 548,user_10,요리사86,46971,1891,323,볶기,간편식,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 548 레시피,소고기 300g,3인분,중급,30분,2025-04-08,https://example.com/recipe_1000547.jpg,1000547,30,2,0.6479944203816085,4
548,맛있는 두부 요리 549,맛있는 두부 요리 549,user_26,요리사67,18985,4426,152,찌기,일상,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 549 레시피,두부 300g,3인분,중급,30분,2025-12-08,https://example.com/recipe_1000548.jpg,1000548,30,2,0.4859050013845548,1
549,맛있는 돼지고기 요리 550,맛있는 돼지고기 요리 550,user_83,요리사67,46530,3980,523,굽기,손님접대,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 550 레시피,돼지고기 300g,2인분,초급,30분,2025-02-09,https://example.com/recipe_1000549.jpg,1000549,30,1,0.808962960511679,2
550,맛있는 생선 요리 551,맛있는 생선 요리 551,user_11,요리사92,44764,1391,474,찌기,손님접대,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 551 레시피,생선 300g,4인분,고급,10분,2025-06-27,https://example.com/recipe_1000550.jpg,1000550,10,3,0.6261471442596789,3
551,맛있는 계란 요리 552,맛있는 계란 요리 552,user_1,요리사61,4736,3922,955,찌기,손님접대,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 552 레시피,계란 300g,4인분,고급,20분,2025-01-17,https://example.com/recipe_1000551.jpg,1000551,20,3,0.47388729906786925,3
552,맛있는 닭고기 요리 553,맛있는 닭고기 요리 553,user_7,요리사29,45833,1836,986,굽기,손님접대,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 553 레시피,닭고기 300g,3인분,중급,30분,2025-03-29,https://example.com/recipe_1000552.jpg,1000552,30,2,0.7660432825983657,5
553,맛있는 생선 요리 554,맛있는 생선 요리 554,user_31,요리사3,37510,1589,676,찌기,손님접대,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 554 레시피,생선 300g,2인분,중급,30분,2025-02-09,https://example.com/recipe_1000553.jpg,1000553,30,2,0.6059029127116433,1
554,맛있는 두부 요리 555,맛있는 두부 요리 555,user_56,요리사15,20253,3323,896,볶기,손님접대,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 555 레시피,두부 300g,3인분,중급,20분,2025-01-27,https://example.com/recipe_1000554.jpg,1000554,20,2,0.5813582629998103,0
555,맛있는 생선 요리 556,맛있는 생선 요리 556,user_5,요리사100,27752,2280,491,볶기,손님접대,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 556 레시피,생선 300g,4인분,고급,30분,2025-05-03,https://example.com/recipe_1000555.jpg,1000555,30,3,0.5127126871905217,1
556,맛있는 돼지고기 요리 557,맛있는 돼지고기 요리 557,user_39,요리사53,27106,1865,278,찌기,간편식,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 557 레시피,돼지고기 300g,2인분,고급,10분,2025-12-02,https://example.com/recipe_1000556.jpg,1000556,10,3,0.438707847400849,0
557,맛있는 두부 요리 558,맛있는 두부 요리 558,user_90,요리사81,24498,2742,580,찌기,간편식,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 558 레시피,두부 300g,3인분,초급,10분,2025-05-09,https://example.com/recipe_1000557.jpg,1000557,10,1,0.5256994376454361,3
558,맛있는 돼지고기 요리 559,맛있는 돼지고기 요리 559,user_83,요리사91,9653,2439,73,찌기,일상,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 559 레시피,돼지고기 300g,4인분,중급,20분,2025-01-07,https://example.com/recipe_1000558.jpg,1000558,20,2,0.25751744597727794,0
559,맛있는 닭고기 요리 560,맛있는 닭고기 요리 560,user_68,요리사53,49983,2884,556,찌기,일상,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 560 레시피,닭고기 300g,3인분,고급,60분,2025-08-29,https://example.com/recipe_1000559.jpg,1000559,60,3,0.7843513113113113,2
560,맛있는 소고기 요리 561,맛있는 소고기 요리 561,user_88,요리사29,31345,780,108,굽기,일상,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 561 레시피,소고기 300g,2인분,초급,20분,2025-05-18,https://example.com/recipe_1000560.jpg,1000560,20,1,0.38197823086876564,3
561,맛있는 두부 요리 562,맛있는 두부 요리 562,user_96,요리사57,44931,4008,950,찌기,일상,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 562 레시피,두부 300g,2인분,초급,10분,2025-06-27,https://example.com/recipe_1000561.jpg,1000561,10,1,0.8801330075480919,1
562,맛있는 두부 요리 563,맛있는 두부 요리 563,user_27,요리사99,48246,1647,733,찌기,일상,"두부, 양파, 마늘",찌개,맛있는 두부 요리 563 레시피,두부 300g,2인분,초급,30분,2025-06-08,https://example.com/recipe_1000562.jpg,1000562,30,1,0.7281908389380918,5
563,맛있는 계란 요리 564,맛있는 계란 요리 564,user_3,요리사90,33620,2674,718,찌기,간편식,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 564 레시피,계란 300g,2인분,초급,60분,2025-01-10,https://example.com/recipe_1000563.jpg,1000563,60,1,0.6404980906216823,3
564,맛있는 계란 요리 565,맛있는 계란 요리 565,user_22,요리사77,1801,4516,181,굽기,간편식,"계란, 양파, 마늘",볶음,맛있는 계란 요리 565 레시피,계란 300g,4인분,고급,30분,2025-02-25,https://example.com/recipe_1000564.jpg,1000564,30,3,0.32521236171890033,2
565,맛있는 생선 요리 566,맛있는 생선 요리 566,user_60,요리사64,30588,3241,806,굽기,간편식,"생선, 양파, 마늘",일품,맛있는 생선 요리 566 레시피,생선 300g,3인분,초급,20분,2025-07-08,https://example.com/recipe_1000565.jpg,1000565,20,1,0.6618053959331157,4
566,맛있는 계란 요리 567,맛있는 계란 요리 567,user_12,요리사79,34842,886,932,볶기,간편식,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 567 레시피,계란 300g,3인분,중급,10분,2025-03-05,https://example.com/recipe_1000566.jpg,1000566,10,2,0.5882850896776375,3
567,맛있는 두부 요리 568,맛있는 두부 요리 568,user_31,요리사65,24744,3429,720,굽기,간편식,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 568 레시피,두부 300g,3인분,고급,10분,2025-10-11,https://example.com/recipe_1000567.jpg,1000567,10,3,0.5974083023579368,1
568,맛있는 소고기 요리 569,맛있는 소고기 요리 569,user_93,요리사17,41194,3175,493,굽기,일상,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 569 레시피,소고기 300g,4인분,중급,60분,2025-07-03,https://example.com/recipe_1000568.jpg,1000568,60,2,0.7012788059351591,5
569,맛있는 두부 요리 570,맛있는 두부 요리 570,user_57,요리사45,42563,146,92,볶기,손님접대,"두부, 양파, 마늘",일품,맛있는 두부 요리 570 레시피,두부 300g,2인분,중급,20분,2025-06-13,https://example.com/recipe_1000569.jpg,1000569,20,2,0.45295318183798106,4
570,맛있는 소고기 요리 571,맛있는 소고기 요리 571,user_17,요리사52,3944,4385,395,찌기,간편식,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 571 레시피,소고기 300g,4인분,고급,20분,2025-06-13,https://example.com/recipe_1000570.jpg,1000570,20,3,0.38163249323989373,2
571,맛있는 두부 요리 572,맛있는 두부 요리 572,user_11,요리사49,23000,3682,670,볶기,일상,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 572 레시피,두부 300g,4인분,초급,10분,2025-11-06,https://example.com/recipe_1000571.jpg,1000571,10,1,0.5851323607311771,3
572,맛있는 두부 요리 573,맛있는 두부 요리 573,user_69,요리사32,36671,1749,939,굽기,간편식,"두부, 양파, 마늘",찌개,맛있는 두부 요리 573 레시피,두부 300g,2인분,중급,60분,2025-04-08,https://example.com/recipe_1000572.jpg,1000572,60,2,0.6597627117940821,5
573,맛있는 소고기 요리 574,맛있는 소고기 요리 574,user_28,요리사20,28734,2831,142,볶기,손님접대,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 574 레시피,소고기 300g,2인분,초급,60분,2025-04-01,https://example.com/recipe_1000573.jpg,1000573,60,1,0.48572615725622986,2
574,맛있는 닭고기 요리 575,맛있는 닭고기 요리 575,user_24,요리사66,25475,90,162,볶기,일상,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 575 레시피,닭고기 300g,4인분,중급,20분,2025-09-13,https://example.com/recipe_1000574.jpg,1000574,20,2,0.29266907689154853,0
575,맛있는 소고기 요리 576,맛있는 소고기 요리 576,user_12,요리사29,3624,3028,954,찌기,손님접대,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 576 레시피,소고기 300g,3인분,중급,20분,2025-02-18,https://example.com/recipe_1000575.jpg,1000575,20,2,0.40892331678175986,2
