RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT,RCP_IMG_URL
1000492,맛있는 계란 요리 493,맛있는 계란 요리 493,user_78,요리사79,2944,1545,727,볶기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 493 레시피,계란 300g,4인분,중급,30분,2025-07-23,https://example.com/recipe_1000492.jpg
1000493,맛있는 두부 요리 494,맛있는 두부 요리 494,user_51,요리사97,33354,1281,475,굽기,손님접대,"두부, 양파, 마늘",찌개,맛있는 두부 요리 494 레시피,두부 300g,2인분,중급,60분,2025-11-22,https://example.com/recipe_1000493.jpg
1000494,맛있는 소고기 요리 495,맛있는 소고기 요리 495,user_25,요리사66,17622,2539,626,찌기,간편식,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 495 레시피,소고기 300g,4인분,고급,20분,2025-09-04,https://example.com/recipe_1000494.jpg
1000495,맛있는 생선 요리 496,맛있는 생선 요리 496,user_43,요리사38,48329,762,628,찌기,손님접대,"생선, 양파, 마늘",볶음,맛있는 생선 요리 496 레시피,생선 300g,2인분,중급,20분,2025-08-09,https://example.com/recipe_1000495.jpg
1000496,맛있는 생선 요리 497,맛있는 생선 요리 497,user_95,요리사32,25708,1014,567,볶기,손님접대,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 497 레시피,생선 300g,3인분,초급,10분,2025-04-08,https://example.com/recipe_1000496.jpg
1000497,맛있는 계란 요리 498,맛있는 계란 요리 498,user_46,요리사46,14395,530,858,찌기,간편식,"계란, 양파, 마늘",볶음,맛있는 계란 요리 498 레시피,계란 300g,3인분,고급,30분,2025-10-22,https://example.com/recipe_1000497.jpg
1000498,맛있는 두부 요리 499,맛있는 두부 요리 499,user_33,요리사26,27461,2404,314,찌기,일상,"두부, 양파, 마늘",일품,맛있는 두부 요리 499 레시피,두부 300g,4인분,고급,30분,2025-10-04,https://example.com/recipe_1000498.jpg
1000499,맛있는 두부 요리 500,맛있는 두부 요리 500,user_73,요리사77,15831,2742,928,굽기,간편식,"두부, 양파, 마늘",볶음,맛있는 두부 요리 500 레시피,두부 300g,3인분,고급,30분,2025-10-28,https://example.com/recipe_1000499.jpg
1000500,맛있는 닭고기 요리 501,맛있는 닭고기 요리 501,user_1,요리사11,47111,2431,275,볶기,일상,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 501 레시피,닭고기 300g,4인분,초급,10분,2025-05-20,https://example.com/recipe_1000500.jpg
1000501,맛있는 생선 요리 502,맛있는 생선 요리 502,user_45,요리사55,41789,1413,441,굽기,간편식,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 502 레시피,생선 300g,4인분,중급,20분,2025-06-07,https://example.com/recipe_1000501.jpg
1000502,맛있는 돼지고기 요리 503,맛있는 돼지고기 요리 503,user_65,요리사8,7410,3884,711,굽기,일상,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 503 레시피,돼지고기 300g,3인분,초급,30분,2024-12-27,https://example.com/recipe_1000502.jpg
1000503,맛있는 계란 요리 504,맛있는 계란 요리 504,user_12,요리사78,17311,1936,343,볶기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 504 레시피,계란 300g,2인분,중급,30분,2025-05-25,https://example.com/recipe_1000503.jpg
1000504,맛있는 닭고기 요리 505,맛있는 닭고기 요리 505,user_95,요리사49,27389,2676,593,찌기,간편식,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 505 레시피,닭고기 300g,4인분,고급,20분,2025-11-22,https://example.com/recipe_1000504.jpg
1000505,맛있는 닭고기 요리 506,맛있는 닭고기 요리 506,user_60,요리사59,19643,3060,93,굽기,간편식,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 506 레시피,닭고기 300g,2인분,초급,20분,2025-10-28,https://example.com/recipe_1000505.jpg
1000506,맛있는 계란 요리 507,맛있는 계란 요리 507,user_75,요리사22,8577,1205,592,굽기,일상,"계란, 양파, 마늘",일품,맛있는 계란 요리 507 레시피,계란 300g,4인분,고급,10분,2025-01-10,https://example.com/recipe_1000506.jpg
1000507,맛있는 돼지고기 요리 508,맛있는 돼지고기 요리 508,user_39,요리사72,5963,1488,319,볶기,일상,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 508 레시피,돼지고기 300g,2인분,고급,60분,2025-03-09,https://example.com/recipe_1000507.jpg
1000508,맛있는 두부 요리 509,맛있는 두부 요리 509,user_33,요리사7,40305,1885,183,찌기,간편식,"두부, 양파, 마늘",볶음,맛있는 두부 요리 509 레시피,두부 300g,3인분,고급,30분,2025-11-22,https://example.com/recipe_1000508.jpg
1000509,맛있는 두부 요리 510,맛있는 두부 요리 510,user_69,요리사94,5420,4258,554,굽기,간편식,"두부, 양파, 마늘",볶음,맛있는 두부 요리 510 레시피,두부 300g,3인분,고급,30분,2025-08-16,https://example.com/recipe_1000509.jpg
1000510,맛있는 두부 요리 511,맛있는 두부 요리 511,user_8,요리사17,28032,3484,573,볶기,간편식,"두부, 양파, 마늘",찌개,맛있는 두부 요리 511 레시피,두부 300g,2인분,중급,30분,2025-02-12,https://example.com/recipe_1000510.jpg
1000511,맛있는 생선 요리 512,맛있는 생선 요리 512,user_33,요리사66,16382,37,499,굽기,간편식,"생선, 양파, 마늘",볶음,맛있는 생선 요리 512 레시피,생선 300g,4인분,초급,10분,2025-06-09,https://example.com/recipe_1000511.jpg
1000512,맛있는 돼지고기 요리 513,맛있는 돼지고기 요리 513,user_53,요리사6,49300,4302,696,굽기,일상,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 513 레시피,돼지고기 300g,2인분,고급,30분,2025-02-26,https://example.com/recipe_1000512.jpg
1000513,맛있는 계란 요리 514,맛있는 계란 요리 514,user_95,요리사37,38760,1504,49,굽기,일상,"계란, 양파, 마늘",일품,맛있는 계란 요리 514 레시피,계란 300g,3인분,초급,30분,2025-12-05,https://example.com/recipe_1000513.jpg
1000514,맛있는 생선 요리 515,맛있는 생선 요리 515,user_42,요리사93,34999,4289,967,찌기,간편식,"생선, 양파, 마늘",찌개,맛있는 생선 요리 515 레시피,생선 300g,2인분,초급,20분,2025-04-08,https://example.com/recipe_1000514.jpg
1000515,맛있는 닭고기 요리 516,맛있는 닭고기 요리 516,user_50,요리사30,16041,3328,5,볶기,손님접대,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 516 레시피,닭고기 300g,4인분,초급,20분,2025-04-23,https://example.com/recipe_1000515.jpg
1000516,맛있는 두부 요리 517,맛있는 두부 요리 517,user_55,요리사67,6060,3095,977,찌기,일상,"두부, 양파, 마늘",볶음,맛있는 두부 요리 517 레시피,두부 300g,2인분,고급,60분,2025-01-18,https://example.com/recipe_1000516.jpg
1000517,맛있는 닭고기 요리 518,맛있는 닭고기 요리 518,user_2,요리사73,23003,4888,95,볶기,일상,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 518 레시피,닭고기 300g,2인분,고급,10분,2025-03-30,https://example.com/recipe_1000517.jpg
1000518,맛있는 소고기 요리 519,맛있는 소고기 요리 519,user_87,요리사82,35363,1687,667,볶기,일상,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 519 레시피,소고기 300g,3인분,고급,20분,2025-04-04,https://example.com/recipe_1000518.jpg
1000519,맛있는 계란 요리 520,맛있는 계란 요리 520,user_83,요리사55,26518,4081,269,굽기,일상,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 520 레시피,계란 300g,2인분,초급,10분,2025-04-14,https://example.com/recipe_1000519.jpg
1000520,맛있는 소고기 요리 521,맛있는 소고기 요리 521,user_72,요리사25,44114,2801,959,굽기,손님접대,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 521 레시피,소고기 300g,3인분,초급,10분,2025-10-31,https://example.com/recipe_1000520.jpg
1000521,맛있는 계란 요리 522,맛있는 계란 요리 522,user_28,요리사6,47419,1068,135,볶기,손님접대,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 522 레시피,계란 300g,2인분,중급,60분,2025-08-24,https://example.com/recipe_1000521.jpg
1000522,맛있는 닭고기 요리 523,맛있는 닭고기 요리 523,user_61,요리사91,11804,1089,78,굽기,간편식,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 523 레시피,닭고기 300g,2인분,고급,60분,2025-11-21,https://example.com/recipe_1000522.jpg
1000523,맛있는 계란 요리 524,맛있는 계란 요리 524,user_67,요리사94,45280,97,680,볶기,손님접대,"계란, 양파, 마늘",일품,맛있는 계란 요리 524 레시피,계란 300g,3인분,초급,10분,2025-07-14,https://example.com/recipe_1000523.jpg
1000524,맛있는 계란 요리 525,맛있는 계란 요리 525,user_11,요리사100,22173,3010,104,굽기,손님접대,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 525 레시피,계란 300g,2인분,고급,20분,2025-12-11,https://example.com/recipe_1000524.jpg
1000525,맛있는 생선 요리 526,맛있는 생선 요리 526,user_31,요리사16,16384,580,983,굽기,일상,"생선, 양파, 마늘",볶음,맛있는 생선 요리 526 레시피,생선 300g,3인분,중급,20분,2025-07-09,https://example.com/recipe_1000525.jpg
1000526,맛있는 닭고기 요리 527,맛있는 닭고기 요리 527,user_1,요리사72,22870,260,620,굽기,손님접대,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 527 레시피,닭고기 300g,4인분,고급,60분,2025-07-31,https://example.com/recipe_1000526.jpg
1000527,맛있는 닭고기 요리 528,맛있는 닭고기 요리 528,user_42,요리사100,26364,1345,115,볶기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 528 레시피,닭고기 300g,4인분,초급,10분,2025-02-09,https://example.com/recipe_1000527.jpg
1000528,맛있는 생선 요리 529,맛있는 생선 요리 529,user_17,요리사33,34696,1150,856,찌기,일상,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 529 레시피,생선 300g,3인분,고급,20분,2025-06-24,https://example.com/recipe_1000528.jpg
1000529,맛있는 소고기 요리 530,맛있는 소고기 요리 530,user_46,요리사1,8037,3930,151,찌기,간편식,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 530 레시피,소고기 300g,4인분,초급,20분,2025-09-01,https://example.com/recipe_1000529.jpg
1000530,맛있는 소고기 요리 531,맛있는 소고기 요리 531,user_99,요리사24,25685,1915,142,굽기,일상,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 531 레시피,소고기 300g,2인분,고급,30분,2025-02-26,https://example.com/recipe_1000530.jpg
1000531,맛있는 계란 요리 532,맛있는 계란 요리 532,user_39,요리사83,32770,3877,310,굽기,간편식,"계란, 양파, 마늘",일품,맛있는 계란 요리 532 레시피,계란 300g,3인분,고급,60분,2025-01-11,https://example.com/recipe_1000531.jpg
1000532,맛있는 생선 요리 533,맛있는 생선 요리 533,user_29,요리사28,15914,1584,863,굽기,손님접대,"생선, 양파, 마늘",볶음,맛있는 생선 요리 533 레시피,생선 300g,4인분,초급,30분,2025-10-25,https://example.com/recipe_1000532.jpg
1000533,맛있는 계란 요리 534,맛있는 계란 요리 534,user_88,요리사52,40053,1995,369,굽기,간편식,"계란, 양파, 마늘",볶음,맛있는 계란 요리 534 레시피,계란 300g,2인분,초급,10분,2025-10-19,https://example.com/recipe_1000533.jpg
1000534,맛있는 생선 요리 535,맛있는 생선 요리 535,user_21,요리사49,37920,3752,653,찌기,일상,"생선, 양파, 마늘",볶음,맛있는 생선 요리 535 레시피,생선 300g,3인분,초급,20분,2025-12-10,https://example.com/recipe_1000534.jpg
1000535,맛있는 계란 요리 536,맛있는 계란 요리 536,user_84,요리사52,22691,2393,76,볶기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 536 레시피,계란 300g,4인분,중급,10분,2025-06-02,https://example.com/recipe_1000535.jpg
1000536,맛있는 닭고기 요리 537,맛있는 닭고기 요리 537,user_52,요리사38,4647,277,786,찌기,일상,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 537 레시피,닭고기 300g,2인분,고급,20분,2025-07-10,https://example.com/recipe_1000536.jpg
1000537,맛있는 생선 요리 538,맛있는 생선 요리 538,user_31,요리사26,10883,251,172,찌기,손님접대,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 538 레시피,생선 300g,2인분,중급,30분,2025-12-13,https://example.com/recipe_1000537.jpg
1000538,맛있는 닭고기 요리 539,맛있는 닭고기 요리 539,user_89,요리사8,36918,2353,587,찌기,일상,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 539 레시피,닭고기 300g,3인분,초급,60분,2025-06-02,https://example.com/recipe_1000538.jpg
1000539,맛있는 두부 요리 540,맛있는 두부 요리 540,user_42,요리사45,17202,2185,869,찌기,간편식,"두부, 양파, 마늘",일품,맛있는 두부 요리 540 레시피,두부 300g,2인분,중급,10분,2025-04-10,https://example.com/recipe_1000539.jpg
1000540,맛있는 소고기 요리 541,맛있는 소고기 요리 541,user_11,요리사24,44439,650,282,굽기,간편식,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 541 레시피,소고기 300g,3인분,중급,30분,2025-07-19,https://example.com/recipe_1000540.jpg
1000541,맛있는 계란 요리 542,맛있는 계란 요리 542,user_14,요리사82,4369,3156,624,굽기,일상,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 542 레시피,계란 300g,4인분,중급,30분,2025-09-14,https://example.com/recipe_1000541.jpg
1000542,맛있는 소고기 요리 543,맛있는 소고기 요리 543,user_46,요리사7,32337,4958,774,찌기,일상,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 543 레시피,소고기 300g,2인분,고급,30분,2025-07-06,https://example.com/recipe_1000542.jpg
1000543,맛있는 생선 요리 544,맛있는 생선 요리 544,user_63,요리사6,47978,1471,305,굽기,일상,"생선, 양파, 마늘",일품,맛있는 생선 요리 544 레시피,생선 300g,2인분,중급,10분,2025-10-24,https://example.com/recipe_1000543.jpg
1000544,맛있는 소고기 요리 545,맛있는 소고기 요리 545,user_2,요리사84,6826,4257,414,찌기,손님접대,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 545 레시피,소고기 300g,4인분,고급,30분,2024-12-25,https://example.com/recipe_1000544.jpg
1000545,맛있는 생선 요리 546,맛있는 생선 요리 546,user_6,요리사21,22706,793,429,볶기,일상,"생선, 양파, 마늘",일품,맛있는 생선 요리 546 레시피,생선 300g,2인분,초급,10분,2025-06-07,https://example.com/recipe_1000545.jpg
1000546,맛있는 계란 요리 547,맛있는 계란 요리 547,user_48,요리사10,10967,1780,942,굽기,손님접대,"계란, 양파, 마늘",일품,맛있는 계란 요리 547 레시피,계란 300g,3인분,고급,60분,2025-01-29,https://example.com/recipe_1000546.jpg
1000547,맛있는 소고기 요리 548,맛있는 소고기 요리 548,user_10,요리사86,46971,1891,323,볶기,간편식,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 548 레시피,소고기 300g,3인분,중급,30분,2025-04-08,https://example.com/recipe_1000547.jpg
1000548,맛있는 두부 요리 549,맛있는 두부 요리 549,user_26,요리사67,18985,4426,152,찌기,일상,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 549 레시피,두부 300g,3인분,중급,30분,2025-12-08,https://example.com/recipe_1000548.jpg
1000549,맛있는 돼지고기 요리 550,맛있는 돼지고기 요리 550,user_83,요리사67,46530,3980,523,굽기,손님접대,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 550 레시피,돼지고기 300g,2인분,초급,30분,2025-02-09,https://example.com/recipe_1000549.jpg
1000550,맛있는 생선 요리 551,맛있는 생선 요리 551,user_11,요리사92,44764,1391,474,찌기,손님접대,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 551 레시피,생선 300g,4인분,고급,10분,2025-06-27,https://example.com/recipe_1000550.jpg
1000551,맛있는 계란 요리 552,맛있는 계란 요리 552,user_1,요리사61,4736,3922,955,찌기,손님접대,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 552 레시피,계란 300g,4인분,고급,20분,2025-01-17,https://example.com/recipe_1000551.jpg
1000552,맛있는 닭고기 요리 553,맛있는 닭고기 요리 553,user_7,요리사29,45833,1836,986,굽기,손님접대,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 553 레시피,닭고기 300g,3인분,중급,30분,2025-03-29,https://example.com/recipe_1000552.jpg
1000553,맛있는 생선 요리 554,맛있는 생선 요리 554,user_31,요리사3,37510,1589,676,찌기,손님접대,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 554 레시피,생선 300g,2인분,중급,30분,2025-02-09,https://example.com/recipe_1000553.jpg
1000554,맛있는 두부 요리 555,맛있는 두부 요리 555,user_56,요리사15,20253,3323,896,볶기,손님접대,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 555 레시피,두부 300g,3인분,중급,20분,2025-01-27,https://example.com/recipe_1000554.jpg
1000555,맛있는 생선 요리 556,맛있는 생선 요리 556,user_5,요리사100,27752,2280,491,볶기,손님접대,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 556 레시피,생선 300g,4인분,고급,30분,2025-05-03,https://example.com/recipe_1000555.jpg
1000556,맛있는 돼지고기 요리 557,맛있는 돼지고기 요리 557,user_39,요리사53,27106,1865,278,찌기,간편식,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 557 레시피,돼지고기 300g,2인분,고급,10분,2025-12-02,https://example.com/recipe_1000556.jpg
1000557,맛있는 두부 요리 558,맛있는 두부 요리 558,user_90,요리사81,24498,2742,580,찌기,간편식,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 558 레시피,두부 300g,3인분,초급,10분,2025-05-09,https://example.com/recipe_1000557.jpg
1000558,맛있는 돼지고기 요리 559,맛있는 돼지고기 요리 559,user_83,요리사91,9653,2439,73,찌기,일상,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 559 레시피,돼지고기 300g,4인분,중급,20분,2025-01-07,https://example.com/recipe_1000558.jpg
1000559,맛있는 닭고기 요리 560,맛있는 닭고기 요리 560,user_68,요리사53,49983,2884,556,찌기,일상,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 560 레시피,닭고기 300g,3인분,고급,60분,2025-08-29,https://example.com/recipe_1000559.jpg
1000560,맛있는 소고기 요리 561,맛있는 소고기 요리 561,user_88,요리사29,31345,780,108,굽기,일상,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 561 레시피,소고기 300g,2인분,초급,20분,2025-05-18,https://example.com/recipe_1000560.jpg
1000561,맛있는 두부 요리 562,맛있는 두부 요리 562,user_96,요리사57,44931,4008,950,찌기,일상,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 562 레시피,두부 300g,2인분,초급,10분,2025-06-27,https://example.com/recipe_1000561.jpg
1000562,맛있는 두부 요리 563,맛있는 두부 요리 563,user_27,요리사99,48246,1647,733,찌기,일상,"두부, 양파, 마늘",찌개,맛있는 두부 요리 563 레시피,두부 300g,2인분,초급,30분,2025-06-08,https://example.com/recipe_1000562.jpg
1000563,맛있는 계란 요리 564,맛있는 계란 요리 564,user_3,요리사90,33620,2674,718,찌기,간편식,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 564 레시피,계란 300g,2인분,초급,60분,2025-01-10,https://example.com/recipe_1000563.jpg
1000564,맛있는 계란 요리 565,맛있는 계란 요리 565,user_22,요리사77,1801,4516,181,굽기,간편식,"계란, 양파, 마늘",볶음,맛있는 계란 요리 565 레시피,계란 300g,4인분,고급,30분,2025-02-25,https://example.com/recipe_1000564.jpg
1000565,맛있는 생선 요리 566,맛있는 생선 요리 566,user_60,요리사64,30588,3241,806,굽기,간편식,"생선, 양파, 마늘",일품,맛있는 생선 요리 566 레시피,생선 300g,3인분,초급,20분,2025-07-08,https://example.com/recipe_1000565.jpg
1000566,맛있는 계란 요리 567,맛있는 계란 요리 567,user_12,요리사79,34842,886,932,볶기,간편식,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 567 레시피,계란 300g,3인분,중급,10분,2025-03-05,https://example.com/recipe_1000566.jpg
1000567,맛있는 두부 요리 568,맛있는 두부 요리 568,user_31,요리사65,24744,3429,720,굽기,간편식,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 568 레시피,두부 300g,3인분,고급,10분,2025-10-11,https://example.com/recipe_1000567.jpg
1000568,맛있는 소고기 요리 569,맛있는 소고기 요리 569,user_93,요리사17,41194,3175,493,굽기,일상,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 569 레시피,소고기 300g,4인분,중급,60분,2025-07-03,https://example.com/recipe_1000568.jpg
1000569,맛있는 두부 요리 570,맛있는 두부 요리 570,user_57,요리사45,42563,146,92,볶기,손님접대,"두부, 양파, 마늘",일품,맛있는 두부 요리 570 레시피,두부 300g,2인분,중급,20분,2025-06-13,https://example.com/recipe_1000569.jpg
1000570,맛있는 소고기 요리 571,맛있는 소고기 요리 571,user_17,요리사52,3944,4385,395,찌기,간편식,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 571 레시피,소고기 300g,4인분,고급,20분,2025-06-13,https://example.com/recipe_1000570.jpg
1000571,맛있는 두부 요리 572,맛있는 두부 요리 572,user_11,요리사49,23000,3682,670,볶기,일상,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 572 레시피,두부 300g,4인분,초급,10분,2025-11-06,https://example.com/recipe_1000571.jpg
1000572,맛있는 두부 요리 573,맛있는 두부 요리 573,user_69,요리사32,36671,1749,939,굽기,간편식,"두부, 양파, 마늘",찌개,맛있는 두부 요리 573 레시피,두부 300g,2인분,중급,60분,2025-04-08,https://example.com/recipe_1000572.jpg
1000573,맛있는 소고기 요리 574,맛있는 소고기 요리 574,user_28,요리사20,28734,2831,142,볶기,손님접대,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 574 레시피,소고기 300g,2인분,초급,60분,2025-04-01,https://example.com/recipe_1000573.jpg
1000574,맛있는 닭고기 요리 575,맛있는 닭고기 요리 575,user_24,요리사66,25475,90,162,볶기,일상,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 575 레시피,닭고기 300g,4인분,중급,20분,2025-09-13,https://example.com/recipe_1000574.jpg
1000575,맛있는 소고기 요리 576,맛있는 소고기 요리 576,user_12,요리사29,3624,3028,954,찌기,손님접대,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 576 레시피,소고기 300g,3인분,중급,20분,2025-02-18,https://example.com/recipe_1000575.jpg
1000576,맛있는 닭고기 요리 577,맛있는 닭고기 요리 577,user_63,요리사53,27770,676,263,볶기,손님접대,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 577 레시피,닭고기 300g,2인분,초급,20분,2025-06-02,https://example.com/recipe_1000576.jpg
1000577,맛있는 돼지고기 요리 578,맛있는 돼지고기 요리 578,user_51,요리사47,22192,2984,450,굽기,일상,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 578 레시피,돼지고기 300g,4인분,중급,30분,2025-01-25,https://example.com/recipe_1000577.jpg
1000578,맛있는 돼지고기 요리 579,맛있는 돼지고기 요리 579,user_84,요리사37,27371,3601,815,굽기,손님접대,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 579 레시피,돼지고기 300g,3인분,중급,30분,2025-04-28,https://example.com/recipe_1000578.jpg
1000579,맛있는 생선 요리 580,맛있는 생선 요리 580,user_57,요리사72,30248,89,68,볶기,손님접대,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 580 레시피,생선 300g,3인분,중급,20분,2025-07-16,https://example.com/recipe_1000579.jpg
1000580,맛있는 닭고기 요리 581,맛있는 닭고기 요리 581,user_50,요리사35,29513,427,417,굽기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 581 레시피,닭고기 300g,3인분,초급,30분,2024-12-30,https://example.com/recipe_1000580.jpg
1000581,맛있는 생선 요리 582,맛있는 생선 요리 582,user_42,요리사67,49559,1072,401,볶기,간편식,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 582 레시피,생선 300g,3인분,초급,60분,2025-12-09,https://example.com/recipe_1000581.jpg
1000582,맛있는 계란 요리 583,맛있는 계란 요리 583,user_78,요리사79,20557,3965,211,찌기,간편식,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 583 레시피,계란 300g,2인분,중급,60분,2025-07-19,https://example.com/recipe_1000582.jpg
1000583,맛있는 계란 요리 584,맛있는 계란 요리 584,user_70,요리사80,31561,2506,327,굽기,손님접대,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 584 레시피,계란 300g,3인분,고급,10분,2025-09-09,https://example.com/recipe_1000583.jpg
1000584,맛있는 생선 요리 585,맛있는 생선 요리 585,user_37,요리사4,37996,126,516,찌기,간편식,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 585 레시피,생선 300g,2인분,고급,20분,2025-03-10,https://example.com/recipe_1000584.jpg
1000585,맛있는 소고기 요리 586,맛있는 소고기 요리 586,user_62,요리사81,23333,1273,721,찌기,일상,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 586 레시피,소고기 300g,2인분,중급,60분,2025-10-13,https://example.com/recipe_1000585.jpg
1000586,맛있는 돼지고기 요리 587,맛있는 돼지고기 요리 587,user_3,요리사24,46784,4313,803,찌기,손님접대,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 587 레시피,돼지고기 300g,3인분,중급,30분,2025-08-23,https://example.com/recipe_1000586.jpg
1000587,맛있는 계란 요리 588,맛있는 계란 요리 588,user_9,요리사23,27357,2899,455,찌기,간편식,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 588 레시피,계란 300g,4인분,중급,10분,2025-02-06,https://example.com/recipe_1000587.jpg
1000588,맛있는 계란 요리 589,맛있는 계란 요리 589,user_92,요리사27,37668,3024,622,굽기,손님접대,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 589 레시피,계란 300g,3인분,중급,20분,2025-03-18,https://example.com/recipe_1000588.jpg
1000589,맛있는 소고기 요리 590,맛있는 소고기 요리 590,user_93,요리사51,24940,1186,312,찌기,간편식,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 590 레시피,소고기 300g,3인분,고급,60분,2025-04-04,https://example.com/recipe_1000589.jpg
1000590,맛있는 돼지고기 요리 591,맛있는 돼지고기 요리 591,user_81,요리사31,38310,2543,606,볶기,간편식,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 591 레시피,돼지고기 300g,2인분,고급,60분,2025-12-06,https://example.com/recipe_1000590.jpg
1000591,맛있는 돼지고기 요리 592,맛있는 돼지고기 요리 592,user_79,요리사2,36551,2884,596,볶기,일상,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 592 레시피,돼지고기 300g,4인분,고급,30분,2025-10-23,https://example.com/recipe_1000591.jpg
1000592,맛있는 생선 요리 593,맛있는 생선 요리 593,user_18,요리사87,8779,2655,866,찌기,손님접대,"생선, 양파, 마늘",찌개,맛있는 생선 요리 593 레시피,생선 300g,2인분,초급,30분,2025-09-24,https://example.com/recipe_1000592.jpg
1000593,맛있는 소고기 요리 594,맛있는 소고기 요리 594,user_15,요리사80,25852,673,896,찌기,일상,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 594 레시피,소고기 300g,4인분,초급,60분,2025-04-21,https://example.com/recipe_1000593.jpg
